mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_12899,CC12COC1C2C#C,3.34934,1.81596,1.50087,2.1259,71.38,-0.2303,0.0478,0.2781,894.3025,0.12876,-346.52595,-346.518232,-346.517288,-346.557644,29.217,-1588.7166185471,-1598.0947405521,-1606.985288064,-1481.848070793
gdb_103732,CC1(CO)OC1(C)C=O,2.55085,1.2071,0.96053,1.3897,73.09,-0.2591,-0.0417,0.2173,1269.7683,0.154894,-460.154504,-460.144177,-460.143232,-460.190016,36.843,-1805.5975341451,-1816.0035158921,-1826.6717964011,-1678.1146882321
gdb_68342,CC12CC(O1)C=C2C#C,2.99099,1.51263,1.18268,1.5397,82.99,-0.2248,-0.0345,0.1903,1061.9228,0.134527,-384.62302,-384.615024,-384.61408,-384.655192,31.623,-1745.780866229,-1755.8737209851,-1765.356636993,-1630.085149372
gdb_131084,c1nc(on1)COC=O,4.81122,0.91655,0.8142,3.148,60.73,-0.2928,-0.0503,0.2424,1306.1371,0.089124,-489.892023,-489.884244,-489.8833,-489.927891,25.849,-1344.3652414561,-1351.0375446531,-1358.1484766411,-1256.602460225
gdb_108977,OCC1=CC2C3OC2C13,5.23824,1.06949,0.98706,2.6474,73.31,-0.2215,0.0026,0.2241,1188.2396,0.13554,-421.736154,-421.728666,-421.727722,-421.768396,29.085,-1680.0976166721,-1690.508618491,-1699.9915344991,-1564.189801773
gdb_1450,CNC(=O)NC=O,8.178,1.49631,1.28869,6.333,53.67,-0.2511,-0.0073,0.2438,884.9329,0.101046,-377.82658,-377.818602,-377.817658,-377.859713,26.01,-1247.328504714,-1253.875306111,-1260.987493117,-1162.988785078
gdb_32039,COc1ccnc(=O)[nH]1,3.02359,1.38168,0.95415,6.5074,72.61,-0.2248,-0.0387,0.1861,1159.8147,0.114091,-454.004159,-453.996412,-453.995468,-454.036765,28.551,-1551.0648235291,-1559.534940011,-1567.831864009,-1448.14016984
gdb_105060,COC1(CC1)C1(C)CN1,2.52225,1.34612,1.15573,2.1369,81.82,-0.233,0.0733,0.3063,1204.7069,0.19216,-404.292136,-404.282245,-404.281301,-404.327183,37.283,-2016.0251471871,-2029.3710085991,-2041.818904632,-1868.3980073561
gdb_49336,N=C1NCC(=O)N1C=O,2.34686,1.83506,1.03886,5.413,66.11,-0.2561,-0.043,0.2131,1055.8957,0.101839,-470.070071,-470.06222,-470.061275,-470.102825,28.356,-1443.821025393,-1451.336700686,-1459.04000117,-1347.366617003
gdb_91498,CN1CC2CC11COC21,2.52398,1.93424,1.53012,2.3764,79.58,-0.2018,0.0567,0.2585,963.0202,0.172066,-403.016913,-403.009562,-403.008618,-403.048172,30.405,-1843.662857594,-1856.8254863781,-1868.087390401,-1707.0296754431
gdb_118779,CCOC1(C)CC1(C)C,2.71041,1.04825,0.88263,0.9265,90.62,-0.2407,0.0831,0.3238,1491.835,0.225261,-389.486104,-389.474743,-389.473799,-389.522202,42.111,-2286.0033643291,-2301.093073252,-2315.3199573,-2119.287400718
gdb_63980,CC1(C)CC2COCC12,2.83464,1.41356,1.2517,1.4195,84.52,-0.2475,0.0795,0.3271,1142.791,0.207009,-388.295973,-388.287391,-388.286447,-388.328848,34.453,-2167.0370705641,-2182.0935215101,-2195.134413548,-2011.6696072181
gdb_111622,OCC1C2CC3NC3C12,2.95992,1.27218,1.19752,2.3133,77.88,-0.2327,0.0691,0.3017,1136.2685,0.172927,-403.100948,-403.092871,-403.091927,-403.133892,31.673,-1896.3955764091,-1909.1026336591,-1920.364537682,-1760.819746923
gdb_108651,CCC1=C(CNC1=O)C,1.95787,1.67094,0.97448,4.1133,83.61,-0.2373,-0.0143,0.223,1255.8721,0.170591,-403.219367,-403.209582,-403.208638,-403.254546,35.075,-1970.70456468,-1982.3398365581,-1993.601740581,-1836.5312178091
gdb_85807,OC1CC(O)(C#N)C1=O,2.61012,1.22305,1.15811,4.0433,63.75,-0.2549,-0.0651,0.1898,1104.9078,0.098032,-473.81721,-473.808166,-473.807222,-473.851323,31.866,-1446.0235819831,-1452.791266548,-1460.495194541,-1350.78214849
gdb_65910,CC1(CCC1)C(=O)C=O,2.46967,1.3383,1.14972,1.2775,76.06,-0.2452,-0.0927,0.1525,1160.5343,0.156923,-423.037742,-423.028343,-423.027399,-423.072269,33.986,-1869.0041810501,-1879.9931186581,-1890.662026676,-1741.1592624441
gdb_52188,N=COCC1CC1C#N,3.87063,0.74761,0.66401,2.0935,76.7,-0.2697,0.014,0.2837,1634.2016,0.135357,-418.001408,-417.992082,-417.991138,-418.03771,31.945,-1685.6717791191,-1694.928791887,-1704.411707895,-1571.951460594
gdb_78300,CC12CC(C1)C1C(O)C21,2.61941,1.61026,1.38453,1.4187,82.05,-0.2382,0.0723,0.3105,1048.3881,0.184076,-387.046241,-387.038404,-387.03746,-387.077934,32.608,-2010.6706128901,-2024.4174525531,-2036.272352581,-1867.9323956781
gdb_74144,CC1=CC(=N)OC1(C)C,2.40454,1.47985,1.15102,4.0277,84.89,-0.2359,-0.0197,0.2162,1166.3148,0.169604,-403.197837,-403.188464,-403.18752,-403.231405,35.567,-1957.19429591,-1969.0881014961,-1980.350005519,-1822.01003204
gdb_92762,[NH3+]C1CC=C(C1)C([O-])=O,3.33719,1.05422,0.89406,4.4448,74.93,-0.2494,-0.0414,0.208,1306.118,0.148784,-439.128028,-439.119448,-439.118504,-439.161786,32.285,-1777.0552872801,-1787.6689745061,-1797.744886519,-1655.1051882201
gdb_89194,CC1CC2(C)N1CC2=O,2.50284,1.5087,1.21696,2.3106,79.16,-0.2246,-0.024,0.2006,1121.7732,0.169479,-403.131383,-403.122459,-403.121515,-403.164993,33.988,-1915.4938128241,-1927.6693699511,-1938.931273974,-1780.335904332
gdb_81861,CC12CC1C(O)C(=O)N2,2.8921,1.48743,1.13544,3.5932,72.04,-0.2417,0.0128,0.2545,1094.4459,0.148312,-439.118176,-439.109944,-439.109,-439.150672,32.142,-1770.8730686121,-1781.70512897,-1791.781040983,-1648.131053194
gdb_124764,CC(O)C1=CC(O)=NN1,4.0384,1.00976,0.8309,1.8107,70.87,-0.2177,0.0221,0.2397,1338.3559,0.136668,-455.168945,-455.16023,-455.159285,-455.202516,32.782,-1654.1269016891,-1663.7666949471,-1673.2489834461,-1538.436832413
gdb_62384,OC1(C#N)C2OC1C=C2,2.73956,1.86088,1.38551,1.226,65.83,-0.2607,-0.0254,0.2354,904.7941,0.10015,-436.632387,-436.62506,-436.624116,-436.663917,28.357,-1466.721338839,-1474.5670838661,-1482.2710118591,-1370.115073271
gdb_16905,CC1CCC2CC2C1,3.55679,1.69356,1.32564,0.2033,80.98,-0.258,0.0809,0.3389,1020.0188,0.203015,-313.082677,-313.074982,-313.074038,-313.114231,31.089,-2073.715814611,-2088.440313296,-2100.888836838,-1926.9025539531
gdb_21896,c1c(c(n[nH]1)O)C#N,3.77989,1.92968,1.2775,5.641,59.33,-0.2504,-0.0225,0.2279,845.4166,0.074762,-393.618946,-393.612519,-393.611575,-393.649586,23.68,-1201.602551393,-1207.34614127,-1213.271708757,-1126.5756928261
gdb_41664,C1OC2C3C4OC2C1C34,3.44204,1.91445,1.9013,1.3529,68.01,-0.2228,0.0918,0.3146,806.1901,0.14056,-421.818617,-421.813115,-421.812171,-421.848216,24.141,-1731.8438913391,-1743.501126032,-1752.98404204,-1614.2775701531
gdb_91512,CC1CC2CC12C(N)=O,2.51633,1.4298,1.10326,3.4374,79.73,-0.2393,0.0264,0.2657,1170.836,0.171009,-403.164782,-403.155671,-403.154727,-403.198491,34.79,-1936.4519859151,-1948.5101988591,-1959.772102882,-1801.3562008141
gdb_101480,CCC(O)C1CCOC1,3.381,0.98664,0.9702,2.2125,81.17,-0.2556,0.0711,0.3267,1382.9812,0.20671,-425.435737,-425.426145,-425.425201,-425.470553,35.916,-2118.0643856771,-2132.4864250241,-2145.527317062,-1963.658893628
gdb_115036,OCC1OC=NC1C#C,2.19262,1.57866,1.00142,0.359,70.26,-0.2573,0.0055,0.2628,1145.6304,0.123821,-437.851336,-437.842803,-437.841859,-437.885403,31.126,-1603.7711869661,-1612.637261627,-1621.52718163,-1495.385949959
gdb_132174,FC1=CC(=N)C(F)=CN1,3.2196,1.30401,0.9281,5.1628,66.49,-0.2055,-0.0162,0.1893,1106.7651,0.089206,-502.022276,-502.014917,-502.013972,-502.054174,27.874,-1369.313744278,-1376.2502287641,-1383.3605332431,-1279.490223491
gdb_123187,CN=COCCCCO,12.72316,0.38135,0.37457,2.004,85.54,-0.2457,0.0273,0.273,2860.5491,0.191239,-441.474534,-441.462971,-441.462027,-441.513598,38.591,-1993.8056810061,-2006.101719861,-2018.549615894,-1848.443221156
gdb_22956,CC#CC1NCC1=NO,2.78069,0.89124,0.71203,0.8034,82.49,-0.2346,0.001,0.2356,1586.3564,0.133867,-417.9062,-417.896432,-417.895488,-417.942572,33.909,-1625.9279022471,-1634.9075560371,-1644.390472045,-1512.251509352
gdb_7299,NC(=O)C(O)CC#C,3.26057,1.56295,1.11939,3.6617,63.1,-0.2644,0.0129,0.2772,1012.46,0.11713,-399.802427,-399.793894,-399.79295,-399.835594,31.412,-1476.928400233,-1484.905294641,-1493.202846148,-1377.105523531
gdb_8507,CC12OC3(C)C1NC23,3.72367,2.14581,1.64618,1.2704,68.55,-0.2313,0.072,0.3033,832.3784,0.140851,-363.763988,-363.756666,-363.755722,-363.794965,28.63,-1589.140814631,-1599.655355435,-1609.138898952,-1474.828755119
gdb_100789,COC(C)C(C)C1CC1,2.98962,0.95656,0.77222,1.0528,89.7,-0.2462,0.0885,0.3347,1578.3727,0.226518,-389.474881,-389.463807,-389.462863,-389.511381,40.605,-2278.960830822,-2294.2306348281,-2308.457518876,-2112.497125829
gdb_114901,OCC1CC2CCCC12,2.96687,1.15615,1.03917,1.2974,84.43,-0.26,0.0771,0.3371,1275.2773,0.208347,-388.291559,-388.282983,-388.282038,-388.324841,33.861,-2164.2672458381,-2179.3274618381,-2192.367726367,-2009.1551786551
gdb_119566,CCCC12CC1CC2C,2.75946,0.99793,0.85463,0.2848,93.24,-0.2404,0.0818,0.3222,1525.4164,0.228543,-352.342223,-352.332178,-352.331234,-352.377266,38.275,-2332.392594663,-2348.3087329391,-2362.535616987,-2165.2706327291
gdb_28105,Cc1cc2c([nH]1)nc[nH]2,5.20665,1.2686,1.02658,2.0004,79.98,-0.1783,0.025,0.2034,1120.8786,0.127687,-396.986866,-396.979371,-396.978427,-397.018607,28.896,-1664.6182246601,-1674.1356536631,-1683.025573666,-1554.669235225
gdb_34420,N#CC12COC1CCO2,2.70978,1.58893,1.31056,3.6562,68.53,-0.275,0.0081,0.2831,995.3129,0.125465,-437.880428,-437.87301,-437.872066,-437.912497,27.994,-1622.026678794,-1631.59242599,-1640.482345993,-1512.387678805
gdb_84350,CC1C=CC(C#N)C1C,2.09638,1.55839,1.27558,3.9897,83.34,-0.2642,-0.0019,0.2623,1119.4002,0.1716,-366.047045,-366.038117,-366.037173,-366.080456,33.944,-1999.2468115451,-2011.4204861451,-2022.682390168,-1864.2200524341
gdb_112006,CC12CN1C=NC2CO,2.721,1.3956,1.11672,2.3201,75.31,-0.2456,-0.0081,0.2374,1140.58,0.16017,-419.18997,-419.18156,-419.180616,-419.222835,32.194,-1803.653511263,-1815.262427763,-1825.931335781,-1674.405482533
gdb_78704,OC1C2C3C1C2C31CO1,5.44361,1.10139,1.09356,2.9716,73.08,-0.2556,0.0749,0.3305,1126.1338,0.135622,-421.715355,-421.708177,-421.707233,-421.746767,28.77,-1667.0460569811,-1677.65158659,-1687.134502598,-1550.6174096121
gdb_79340,CC1C2C3OC1CC23C,3.19454,1.4853,1.38465,1.4595,80.88,-0.2253,0.0952,0.3205,1059.5687,0.184258,-387.101806,-387.094016,-387.093071,-387.133472,31.883,-2045.5381504751,-2059.3144830611,-2071.16875558,-1902.78299052
gdb_67792,OC12C=CC3C4C1C2N34,3.21047,2.04694,1.51011,0.898,71.86,-0.2269,0.0059,0.2329,859.2795,0.125401,-400.675409,-400.669003,-400.668058,-400.705569,27.541,-1630.0512638861,-1640.252677699,-1649.141970193,-1519.4703728881
gdb_32093,CCc1cc(cnc1)N,2.99462,1.16315,0.89826,3.1066,87.47,-0.2089,-0.0111,0.1977,1332.4562,0.161431,-382.138693,-382.130072,-382.129128,-382.172257,32.844,-1908.152585033,-1919.629724643,-1930.298632661,-1779.599208766
gdb_132766,Cc1c(cncc1F)F,2.29592,1.7719,1.00629,1.638,67.27,-0.2563,-0.0331,0.2233,1061.8498,0.100048,-485.997376,-485.989719,-485.988774,-486.030473,27.878,-1502.292941522,-1509.9316085791,-1517.634909063,-1406.844430059
gdb_45783,O=C1CC2(CO2)C=CN1,3.1268,1.38305,1.04933,2.8811,72.61,-0.2238,-0.0193,0.2045,1103.303,0.125438,-437.913379,-437.905885,-437.904941,-437.945595,29.04,-1642.7037278531,-1652.221784365,-1661.111704368,-1533.1569716871
gdb_45174,N=C1OC2CN3C2CC13,2.96294,1.94755,1.6608,2.8205,72.65,-0.2333,0.012,0.2454,867.0795,0.139606,-417.966574,-417.960362,-417.959417,-417.996924,26.115,-1663.813130613,-1675.024206407,-1684.506494906,-1546.35787852
gdb_44106,O=C1CC2=CCN3C1C23,3.15037,1.74364,1.52764,2.4241,75.09,-0.2315,-0.0383,0.1933,896.5889,0.126021,-400.702009,-400.695548,-400.694604,-400.732766,26.387,-1646.743003286,-1656.9099041041,-1665.799824107,-1536.5367351611
gdb_108812,COC1=NC(C)C(=O)N1,3.32278,1.18295,0.91697,3.0744,70.76,-0.2443,0.0026,0.2468,1259.4496,0.136051,-455.205331,-455.196427,-455.195483,-455.239178,31.912,-1676.9594441631,-1686.4806382201,-1695.963554228,-1561.442567371
gdb_15985,CCC1CCC11CO1,3.37634,1.5,1.17551,1.7961,75.0,-0.2542,0.0755,0.3297,1089.1814,0.176527,-348.979707,-348.971398,-348.970454,-349.012524,31.259,-1872.7679800321,-1885.3294551941,-1896.591986726,-1739.862201341
gdb_31396,CCC1=CC(=N)OC=N1,3.56445,1.14057,0.91828,1.7443,80.93,-0.2327,-0.0507,0.182,1274.315,0.137043,-418.053074,-418.044895,-418.043951,-418.086315,30.329,-1718.092659113,-1728.0694247041,-1737.552340712,-1602.4515355391
gdb_43673,O=C1CC(CC2CO2)O1,5.48304,0.75028,0.71975,3.6923,69.09,-0.2751,0.0059,0.281,1534.1901,0.135239,-458.965866,-458.957576,-458.956632,-459.000054,29.857,-1687.5681113171,-1697.4752234091,-1706.958139417,-1572.6254052601
gdb_63417,CC1(O)CN(C=O)C=C1,4.00449,0.99374,0.94759,2.2739,78.02,-0.225,-0.0143,0.2107,1284.1185,0.146869,-439.122675,-439.113794,-439.112849,-439.156415,33.185,-1773.6962316031,-1784.12103862,-1794.196323124,-1651.734837381
gdb_110071,CCN1C(C=O)C1(C)C,1.77309,1.54576,1.10239,1.7471,85.73,-0.2273,-0.0325,0.1948,1260.5788,0.190866,-404.340009,-404.329498,-404.328553,-404.375019,38.567,-2046.065885544,-2059.022691376,-2071.4699599,-1898.41552788
gdb_5068,Cc1c(c[nH]c1N)N,3.24269,1.95737,1.24037,1.0247,71.9,-0.1692,0.0618,0.231,961.5385,0.143053,-360.072531,-360.063561,-360.062617,-360.105889,32.521,-1621.879214179,-1631.358992642,-1640.842536159,-1508.70106343
gdb_121445,CCC(=NCCO)OC,2.23759,0.92189,0.71277,3.1297,82.84,-0.2426,0.0109,0.2535,1664.2993,0.191778,-441.477882,-441.466649,-441.465705,-441.515924,38.705,-1995.9065811381,-2008.409697963,-2020.857593996,-1849.90280709
gdb_54169,NC(=O)C1(N)CC1C#N,2.40272,1.45104,1.09409,7.2294,71.12,-0.2458,0.0052,0.251,1115.5278,0.124449,-434.095901,-434.086826,-434.085881,-434.129751,33.556,-1596.362815712,-1604.888152986,-1613.77744548,-1487.481219086
gdb_65792,OC1(CC=CC1)C1CO1,3.69344,1.17886,1.11212,2.4869,76.0,-0.2508,0.0153,0.2661,1156.4568,0.158802,-423.008921,-423.00057,-422.999626,-423.041988,32.296,-1850.9187441611,-1862.5653112011,-1873.234219219,-1722.157662415
gdb_17171,CCC12CC3C1OC23,3.86295,1.81841,1.53721,1.8514,71.26,-0.2289,0.0783,0.3072,893.0927,0.153481,-347.715223,-347.708087,-347.707143,-347.74659,27.802,-1707.14450959,-1718.664947321,-1728.741486843,-1586.6998046211
gdb_92571,CC1CC2OCC=C2C1,3.8147,1.18317,0.99277,1.7133,85.08,-0.2249,0.0174,0.2423,1254.7665,0.184358,-387.108264,-387.100146,-387.099202,-387.141072,31.805,-2049.5906035971,-2063.1611132311,-2075.016013259,-1907.5520589201
gdb_26971,c1[nH]c(c(n1)N2CC2)O,3.1088,1.3964,1.04173,1.5586,72.56,-0.1908,0.0401,0.2309,1120.7982,0.126147,-434.066353,-434.058589,-434.057645,-434.098947,29.507,-1577.82117978,-1587.169181353,-1596.059101356,-1468.15143185
gdb_10566,OCCC1(CN1)C=O,2.86052,1.45077,1.0887,2.3393,65.12,-0.252,-0.0293,0.2228,1091.2338,0.140904,-400.974296,-400.965624,-400.96468,-401.007902,30.824,-1584.43512464,-1594.1019007851,-1603.585444302,-1471.516762617
gdb_59478,CC(O)C1CN1C1CC1,2.96722,1.04052,0.92537,1.5347,83.19,-0.2116,0.0709,0.2825,1388.2265,0.192575,-404.294538,-404.284718,-404.283773,-404.329644,37.002,-2017.532423805,-2030.922838356,-2043.37010688,-1869.942307005
gdb_109854,OCC1C(O)C1OC=N,2.56771,1.07527,0.93998,3.3622,70.14,-0.2561,0.004,0.2601,1304.4083,0.146262,-476.180788,-476.171252,-476.170308,-476.216123,34.012,-1673.4868093571,-1683.49997047,-1693.575882483,-1552.270268318
gdb_49153,O=CC1=CC2C3CC1C23,3.874,1.37478,1.17796,3.7473,80.7,-0.2388,-0.0531,0.1857,1045.9294,0.137686,-384.678226,-384.671411,-384.670467,-384.70953,27.356,-1780.423128083,-1791.2570709681,-1800.739986976,-1664.182733414
gdb_91371,CC1CC2OC(C)C=C12,3.2101,1.22301,1.04578,1.4846,86.04,-0.2255,0.0111,0.2366,1249.3593,0.182271,-387.073955,-387.065291,-387.064347,-387.107124,33.623,-2028.0613973161,-2041.2892870361,-2053.144187064,-1886.249383388
gdb_32068,OCC1=NC=NC(=N)O1,3.98332,1.20082,0.92797,1.523,68.04,-0.269,-0.0832,0.1858,1170.3989,0.101572,-470.030915,-470.023056,-470.022112,-470.064186,27.904,-1419.250282989,-1426.76093821,-1434.464866203,-1323.120296752
gdb_42573,O=C1C2C3C2C2C3CN12,3.04085,2.19365,1.68538,4.3839,70.54,-0.2386,0.0,0.2386,818.0098,0.127529,-400.712563,-400.706762,-400.705818,-400.74254,24.63,-1653.3657332721,-1663.9467900301,-1672.836710033,-1542.670008127
gdb_117444,C(CO)C(=O)NCC#N,5.02805,0.60342,0.57432,3.6983,71.1,-0.2693,0.0036,0.273,1867.0036,0.134382,-455.179531,-455.169254,-455.16831,-455.21747,34.406,-1660.769711963,-1669.429336163,-1678.912252171,-1547.820601999
gdb_2514,CCC(C=O)C#C,3.36729,2.05205,1.35559,2.3015,63.86,-0.2523,-0.0319,0.2203,878.6883,0.121871,-308.496245,-308.487945,-308.487001,-308.529245,28.658,-1473.92451465,-1482.0482461641,-1490.34642518,-1377.002612055
gdb_99604,CCC(C#N)C1(C)CN1,2.20318,1.36397,0.9546,3.3009,82.42,-0.2528,0.0248,0.2776,1305.3822,0.18167,-383.268982,-383.258906,-383.257962,-383.304251,36.832,-1989.56748522,-2001.9087047231,-2013.763604751,-1848.7130500261
gdb_27825,CC1=NC(O)=CC(=N)O1,2.03917,1.87001,0.98139,3.9197,74.33,-0.2181,-0.0415,0.1766,1138.8792,0.112927,-454.004138,-453.996188,-453.995244,-454.036736,29.823,-1551.0516458401,-1559.394377995,-1567.691301993,-1448.121972079
gdb_60550,CC1(CN1)C(O)C1CN1,2.92832,1.23265,1.05839,2.9276,78.13,-0.2363,0.0682,0.3044,1224.5281,0.183293,-420.352189,-420.343105,-420.342161,-420.386185,34.907,-1905.1047738201,-1918.067854742,-1929.92275477,-1763.195495997
gdb_129311,N=C1ON=NC(=N)C=N1,3.58988,1.52897,1.14485,2.6046,71.27,-0.2844,-0.1284,0.1561,977.5001,0.076356,-464.902638,-464.895295,-464.894351,-464.935014,26.738,-1178.222821071,-1184.279537939,-1190.797473922,-1094.541985885
gdb_24615,c1c[nH]cc1C2COC2,4.80861,0.96306,0.90852,3.1084,77.98,-0.2065,0.0366,0.2431,1300.4365,0.150091,-401.957085,-401.949223,-401.948279,-401.990929,29.313,-1806.4628690561,-1817.527735253,-1827.603647266,-1684.822759442
gdb_52774,CC#CC1(C)C2CCC12,2.42358,1.21467,0.93577,0.0801,92.24,-0.225,0.0614,0.2864,1367.0017,0.181316,-349.909599,-349.899887,-349.898943,-349.945355,35.712,-2061.6023808751,-2074.1732686721,-2086.0281687,-1921.6697564021
gdb_38782,C1C2CC3OC4C(C12)C34,2.84657,1.9881,1.6516,1.6611,76.5,-0.2253,0.0813,0.3066,895.152,0.162811,-385.845143,-385.838779,-385.837835,-385.875418,27.596,-1884.8224279221,-1897.716482854,-1908.385390872,-1754.5653647201
gdb_46939,O=C1CCC2CC3C2N13,2.55282,2.05877,1.54729,3.9243,74.07,-0.2394,0.0026,0.2419,910.9619,0.150786,-401.94598,-401.939232,-401.938287,-401.976971,27.561,-1799.4943816111,-1811.2582928341,-1821.333577338,-1676.06398882
gdb_105735,OCC1(OCC=C1)C#N,2.30059,1.53168,1.21655,5.4599,70.6,-0.2667,-0.0198,0.2469,1069.3003,0.123831,-437.888129,-437.879681,-437.878737,-437.921517,30.846,-1626.8591256031,-1635.778538529,-1644.668458532,-1518.047809985
gdb_124907,CC1(O)CN2N=NC=C12,3.62819,1.3216,1.20815,5.3369,71.19,-0.2548,0.0061,0.2609,1051.8646,0.124752,-434.0244,-434.01658,-434.015635,-434.056694,29.382,-1551.495294703,-1560.808155772,-1569.697448266,-1441.6372940731
gdb_48454,O=CC1(COC1=O)C#C,1.8886,1.71351,1.27314,3.3503,65.49,-0.2704,-0.0603,0.2102,1024.5673,0.086483,-456.550147,-456.541769,-456.540825,-456.58372,29.397,-1427.3859371741,-1433.683617498,-1440.7945494861,-1338.799236626
gdb_105438,NCC1(CN=CO1)C#N,2.35071,1.53138,1.21193,4.384,69.2,-0.2579,-0.0023,0.2557,1064.7263,0.125333,-434.078146,-434.069667,-434.068723,-434.111627,30.617,-1585.221393417,-1594.120726055,-1603.010646058,-1476.10824597
gdb_103149,CCC1(C)C(O)CC1=O,1.88671,1.53327,1.17998,2.8389,78.79,-0.2334,-0.018,0.2155,1192.4223,0.179443,-424.239072,-424.228796,-424.227852,-424.274099,37.822,-1994.9979481061,-2007.2136658091,-2019.068565837,-1854.095822228
gdb_27674,Cc1c([nH]c(n1)N)C#N,2.92032,1.30228,0.90676,5.0021,78.61,-0.2138,-0.015,0.1989,1214.5472,0.114284,-413.059165,-413.05058,-413.049636,-413.092346,31.271,-1561.382326507,-1569.3265904471,-1577.623514445,-1458.7143239991
gdb_75485,CC1=CCCC2(C)NC12,2.51477,1.47617,1.10681,1.5047,88.66,-0.216,0.0242,0.2402,1210.11,0.195287,-367.220019,-367.21121,-367.210265,-367.252788,34.977,-2107.446933397,-2121.4723870561,-2133.91965558,-1958.6463517361
gdb_111272,OCC1C2CC2(O)C1=O,3.07001,1.26157,0.98885,2.8157,69.34,-0.2488,-0.0268,0.222,1176.6826,0.13462,-458.938599,-458.929828,-458.928884,-458.972299,32.531,-1670.4578234141,-1680.0631036771,-1689.546019685,-1555.2088929651
gdb_21899,C#Cc1c(n[nH]n1)O,3.80365,1.9689,1.29735,1.6677,61.62,-0.2328,-0.025,0.2078,842.7956,0.073139,-393.549805,-393.543125,-393.542181,-393.580555,24.822,-1158.215951624,-1163.800781724,-1169.726349211,-1083.2581190471
gdb_108416,OCC12COC1C2C=O,2.04781,1.42256,1.00332,2.5186,69.78,-0.2414,-0.029,0.2124,1196.7919,0.13436,-458.912512,-458.903835,-458.902891,-458.946504,31.402,-1654.0879961311,-1663.7522622401,-1673.2351782481,-1539.02229831
gdb_59351,CN(C)C1CC(O)C1=O,3.07847,1.08001,1.00244,1.9428,76.41,-0.2061,-0.0286,0.1775,1287.9485,0.168651,-440.265429,-440.255456,-440.254512,-440.30047,36.047,-1862.933031475,-1874.449704152,-1885.711608175,-1728.4170646901
gdb_90868,CC1CC2C3OC(C1)C23,2.68313,1.71333,1.51946,1.689,80.22,-0.2258,0.0806,0.3064,997.8014,0.185276,-387.064202,-387.056785,-387.055841,-387.095609,30.77,-2021.9413020391,-2035.9516954821,-2047.80659551,-1879.0236172531
gdb_103698,CC1(CO)OC1(C)C#C,2.29483,1.37477,0.99532,1.8578,78.4,-0.2579,0.022,0.2799,1239.7008,0.154779,-422.975936,-422.965587,-422.964643,-423.01087,38.045,-1830.220359796,-1840.6131638541,-1851.2820718721,-1702.630837353
gdb_76167,CC1(O)C(O)C1(O)C#C,2.16243,1.47406,1.19868,0.6145,72.49,-0.2287,0.0198,0.2485,1111.2138,0.130805,-458.896078,-458.885922,-458.884978,-458.930235,37.889,-1643.7755132251,-1652.511693523,-1661.9946095311,-1528.813354389
gdb_50032,O=CC1CC11CCC=C1,3.50337,1.03084,0.95489,3.4284,84.59,-0.2314,-0.0207,0.2108,1290.9801,0.159364,-385.903229,-385.894936,-385.893992,-385.936622,31.454,-1921.2719156961,-1932.9555057671,-1943.624413785,-1792.971425556
gdb_69535,CC12CN1C1(C)CC2C1,2.89996,1.58258,1.41347,1.279,85.68,-0.2249,0.0967,0.3216,1058.7229,0.195329,-367.172545,-367.164492,-367.163548,-367.204278,33.611,-2077.656571131,-2092.156421594,-2104.604317627,-1928.205890146
gdb_83815,CC1C2CCC=CC12O,2.0994,1.63478,1.34166,1.1832,83.71,-0.2292,0.0171,0.2463,1104.8043,0.183061,-387.090178,-387.081382,-387.080438,-387.123125,34.562,-2038.241475823,-2051.3865343551,-2063.241434383,-1896.2901548971
gdb_108549,OCC12OCC3C1NC23,2.77157,1.73362,1.28519,3.3489,71.18,-0.2377,0.077,0.3146,999.54,0.149547,-439.009268,-439.002018,-439.001074,-439.040923,29.02,-1702.5323184401,-1713.980592636,-1724.056504649,-1579.2625679531
gdb_17550,CC12CC1CC21CC1,3.08243,2.06429,1.61989,0.3442,79.13,-0.235,0.0942,0.3292,901.0028,0.177107,-311.831462,-311.823769,-311.822825,-311.862851,30.772,-1916.41876109,-1929.3674093051,-1940.629940837,-1782.872923219
